"","Site","year_month","Species","Abundance"
"1637","Princess","2018 b","Cheilinus lunulatus",4
"1638","Princess","2018 b","Cheilodipterus lachneri",5
"1639","Princess","2018 b","Cheilodipterus macrodon",2
"1640","Princess","2018 b","Cheilodipterus novemstriatus",177
"1641","Princess","2018 b","Cheilodipterus quinquelineatus",51
"1642","Princess","2018 b","Chlorurus sordidus",10
"1643","Princess","2018 b","Chromis flavaxilla",5
"1644","Princess","2018 b","Chromis ternatensis",29
"1645","Princess","2018 b","Chromis viridis",983
"1646","Princess","2018 b","Chromis weberi",5
"1647","Princess","2018 b","Chrysiptera unimaculata",1
"1648","Princess","2018 b","Cirripectes castaneus",7
"1649","Princess","2018 b","Coris caudimacula",3
"1650","Princess","2018 b","Corythoichthys flavofasciatus",1
"1651","Princess","2018 b","Corythoichthys schultzi",4
"1652","Princess","2018 b","Crenimugil crenilabis",18
"1653","Princess","2018 b","Cryptocentrus caeruleopunctatus",2
"1654","Princess","2018 b","Ctenochaetus striatus",7
"1655","Princess","2018 b","Cyclichthys spilostylus",3
"1656","Princess","2018 b","Dascyllus abudafur",3
"1657","Princess","2018 b","Dascyllus marginatus",54
"1658","Princess","2018 b","Dascyllus trimaculatus",31
"1659","Princess","2018 b","Ecsenius aroni",11
"1660","Princess","2018 b","Ecsenius frontalis",7
"1661","Princess","2018 b","Ecsenius gravieri",14
"1662","Princess","2018 b","Ecsenius nalolo",6
"1663","Princess","2018 b","Epinephelus fasciatus",9
"1664","Princess","2018 b","Eviota guttata",5
"1665","Princess","2018 b","Eviota punyit",4
"1666","Princess","2018 b","Exallias brevis",4
"1667","Princess","2018 b","Gerres oyena",17
"1668","Princess","2018 b","Gnatholepis anjerensis",3
"1669","Princess","2018 b","Gobiidae spp.",3
"1670","Princess","2018 b","Gobiodon reticulatus",1
"1671","Princess","2018 b","Gobiodon rivulatus",1
"1672","Princess","2018 b","Gomphosus caeruleus",4
"1673","Princess","2018 b","Grammistes sexlineatus",2
"1674","Princess","2018 b","Gymnothorax nudivomer",1
"1675","Princess","2018 b","Gymnothorax undulatus",1
"1676","Princess","2018 b","Hemiramphus far",10
"1677","Princess","2018 b","Heniochus intermedius",1
"1678","Princess","2018 b","Istigobius decoratus",5
"1679","Princess","2018 b","Labroides dimidiatus",3
"1680","Princess","2018 b","Larabicus quadrilineatus",4
"1681","Princess","2018 b","Lethrinus mahsena",1
"1682","Princess","2018 b","Meiacanthus nigrolineatus",21
"1683","Princess","2018 b","Monotaxis grandoculis",1
"1684","Princess","2018 b","Mugilidae spp.",20
"1685","Princess","2018 b","Mulloidichthys flavolineatus",9
"1686","Princess","2018 b","Myripristis murdjan",3
"1687","Princess","2018 b","Nectamia zebrina",3
"1688","Princess","2018 b","Neoglyphidodon melas",4
"1689","Princess","2018 b","Neopomacentrus miryae",162
"1690","Princess","2018 b","Ostorhinchus cyanosoma",772
"1691","Princess","2018 b","Ostorhinchus nigrofasciatus",89
"1692","Princess","2018 b","Ostracion cubicum",2
"1693","Princess","2018 b","Ostracion cyanurus",1
"1694","Princess","2018 b","Oxymonacanthus halli",4
"1695","Princess","2018 b","Paracheilinus octotaenia",2
"1696","Princess","2018 b","Paracirrhites forsteri",1
"1697","Princess","2018 b","Parapercis hexophtalma",1
"1698","Princess","2018 b","Parupeneus forsskali",22
"1699","Princess","2018 b","Parupeneus macronemus",2
"1700","Princess","2018 b","Parupeneus rubescens",1
"1701","Princess","2018 b","Plagiotremus tapeinosoma",1
"1702","Princess","2018 b","Plagiotremus townsendi",2
"1703","Princess","2018 b","Pomacanthus imperator",2
"1704","Princess","2018 b","Pomacentrus sulfureus",21
"1705","Princess","2018 b","Pomacentrus trichrourus",214
"1706","Princess","2018 b","Pomacentrus trilineatus",1
"1707","Princess","2018 b","Pristiapogon exostigma",1
"1708","Princess","2018 b","Pseudanthias squamipinnis",916
"1709","Princess","2018 b","Pseudobalistes fuscus",2
"1710","Princess","2018 b","Pseudocheilinus evanidus",3
"1711","Princess","2018 b","Pseudocheilinus hexataenia",16
"1712","Princess","2018 b","Pseudochromis flavivertex",1
"1713","Princess","2018 b","Pseudochromis fridmani",14
"1714","Princess","2018 b","Pseudochromis olivaceus",37
"1715","Princess","2018 b","Pseudochromis springeri",7
"1716","Princess","2018 b","Pterois miles",5
"1717","Princess","2018 b","Pterois radiata",2
"1718","Princess","2018 b","Pycnochromis dimidiatus",93
"1719","Princess","2018 b","Rhinecanthus assasi",1
"1720","Princess","2018 b","Sargocentron caudimaculatum",2
"1721","Princess","2018 b","Sargocentron diadema",1
"1722","Princess","2018 b","Saurida gracilis",3
"1723","Princess","2018 b","Scarus ferrugineus",3
"1724","Princess","2018 b","Scarus fuscopurpureus",4
"1725","Princess","2018 b","Scarus niger",2
"1726","Princess","2018 b","Scarus psittacus",1
"1727","Princess","2018 b","Scolopsis ghanam",4
"1728","Princess","2018 b","Sebastapistes cyanostigma",1
"1729","Princess","2018 b","Siganus luridus",4
"1730","Princess","2018 b","Siganus rivulatus",1
"1731","Princess","2018 b","Siganus stellatus",1
"1732","Princess","2018 b","Stegastes lacrymatus",3
"1733","Princess","2018 b","Stethojulis albovittata",3
"1734","Princess","2018 b","Sufflamen albicaudatum",8
"1735","Princess","2018 b","Thalassoma lunare",2
"1736","Princess","2018 b","Thalassoma rueppellii",65
"1737","Princess","2018 b","Variola louti",2
"1738","Princess","2018 b","Zebrasoma desjardinii",2
"1739","Princess","2018 b","Zebrasoma xanthurum",24
"1740","Princess","2020 a","Abudefduf vaigiensis",26
"1741","Princess","2020 a","Acanthurus nigrofuscus",10
"1742","Princess","2020 a","Amphiprion bicinctus",2
"1743","Princess","2020 a","Anampses meleagrides",1
"1744","Princess","2020 a","Arothron diadematus",1
"1745","Princess","2020 a","Balistapus undulatus",3
"1746","Princess","2020 a","Calotomus viridescens",1
"1747","Princess","2020 a","Cephalopholis hemistiktos",11
"1748","Princess","2020 a","Cephalopholis miniata",8
"1749","Princess","2020 a","Chaetodon austriacus",4
"1750","Princess","2020 a","Chaetodon fasciatus",3
"1751","Princess","2020 a","Chaetodon paucifasciatus",4
"1752","Princess","2020 a","Chaetodon trifascialis",1
"1753","Princess","2020 a","Cheilinus lunulatus",3
"1754","Princess","2020 a","Cheilodipterus lachneri",1
"1755","Princess","2020 a","Cheilodipterus macrodon",10
"1756","Princess","2020 a","Cheilodipterus novemstriatus",12
"1757","Princess","2020 a","Cheilodipterus quinquelineatus",12
"1758","Princess","2020 a","Chlorurus gibbus",1
"1759","Princess","2020 a","Chlorurus sordidus",2
"1760","Princess","2020 a","Chromis flavaxilla",2
"1761","Princess","2020 a","Chromis viridis",33
"1762","Princess","2020 a","Chrysiptera unimaculata",1
"1763","Princess","2020 a","Cirrhitichthys oxycephalus",1
"1764","Princess","2020 a","Cirripectes castaneus",6
"1765","Princess","2020 a","Coris aygula",10
"1766","Princess","2020 a","Coris caudimacula",9
"1767","Princess","2020 a","Corythoichthys flavofasciatus",5
"1768","Princess","2020 a","Corythoichthys schultzi",3
"1769","Princess","2020 a","Ctenochaetus striatus",16
"1770","Princess","2020 a","Dascyllus trimaculatus",23
"1771","Princess","2020 a","Ecsenius aroni",3
"1772","Princess","2020 a","Ecsenius frontalis",4
"1773","Princess","2020 a","Ecsenius gravieri",2
"1774","Princess","2020 a","Ecsenius nalolo",4
"1775","Princess","2020 a","Epinephelus fasciatus",7
"1776","Princess","2020 a","Epinephelus tauvina",2
"1777","Princess","2020 a","Eviota guttata",4
"1778","Princess","2020 a","Eviota punyit",1
"1779","Princess","2020 a","Fusigobius longispinus",1
"1780","Princess","2020 a","Gnatholepis anjerensis",1
"1781","Princess","2020 a","Gobiodon citrinus",2
"1782","Princess","2020 a","Gobiodon rivulatus",1
"1783","Princess","2020 a","Gomphosus caeruleus",3
"1784","Princess","2020 a","Heniochus intermedius",1
"1785","Princess","2020 a","Hipposcarus harid",2
"1786","Princess","2020 a","Hologymnosus annulatus",1
"1787","Princess","2020 a","Istigobius decoratus",6
"1788","Princess","2020 a","Labroides dimidiatus",7
"1789","Princess","2020 a","Lethrinus nebulosus",1
"1790","Princess","2020 a","Meiacanthus nigrolineatus",2
"1791","Princess","2020 a","Mulloidichthys flavolineatus",4
"1792","Princess","2020 a","Myripristis murdjan",1
"1793","Princess","2020 a","Neoglyphidodon melas",2
"1794","Princess","2020 a","Neopomacentrus miryae",157
"1795","Princess","2020 a","Ostorhinchus cyanosoma",22
"1796","Princess","2020 a","Ostracion cubicum",1
"1797","Princess","2020 a","Oxymonacanthus halli",2
"1798","Princess","2020 a","Parupeneus forsskali",8
"1799","Princess","2020 a","Parupeneus macronemus",3
"1800","Princess","2020 a","Pomacanthus imperator",1
"1801","Princess","2020 a","Pomacentrus sulfureus",6
"1802","Princess","2020 a","Pomacentrus trichrourus",24
"1803","Princess","2020 a","Pomacentrus trilineatus",2
"1804","Princess","2020 a","Pseudanthias squamipinnis",514
"1805","Princess","2020 a","Pseudocheilinus hexataenia",4
"1806","Princess","2020 a","Pseudochromis fridmani",6
"1807","Princess","2020 a","Pseudochromis olivaceus",10
"1808","Princess","2020 a","Pseudochromis springeri",1
"1809","Princess","2020 a","Pterois miles",4
"1810","Princess","2020 a","Pterois radiata",2
"1811","Princess","2020 a","Pycnochromis dimidiatus",21
"1812","Princess","2020 a","Sargocentron caudimaculatum",1
"1813","Princess","2020 a","Sargocentron diadema",1
"1814","Princess","2020 a","Saurida gracilis",1
"1815","Princess","2020 a","Scarus ferrugineus",3
"1816","Princess","2020 a","Scarus niger",1
"1817","Princess","2020 a","Sebastapistes cyanostigma",4
"1818","Princess","2020 a","Stegastes lacrymatus",1
"1819","Princess","2020 a","Sufflamen albicaudatum",4
"1820","Princess","2020 a","Synanceia verrucosa",1
"1821","Princess","2020 a","Synodus variegatus",1
"1822","Princess","2020 a","Thalassoma rueppellii",52
"1823","Princess","2020 a","Tripterygiidae sp.",1
"1824","Princess","2020 a","Variola louti",8
"1825","Princess","2020 a","Zebrasoma desjardinii",3
"1826","Princess","2020 a","Zebrasoma xanthurum",18
"1827","Princess","2020 b","Abudefduf vaigiensis",23
"1828","Princess","2020 b","Acanthurus gahhm",1
"1829","Princess","2020 b","Acanthurus nigrofuscus",29
"1830","Princess","2020 b","Alloblennius pictus",4
"1831","Princess","2020 b","Amblyglyphidodon indicus",4
"1832","Princess","2020 b","Amblygobius albimaculatus",1
"1833","Princess","2020 b","Amphiprion bicinctus",1
"1834","Princess","2020 b","Anampses meleagrides",2
"1835","Princess","2020 b","Aspidontus dussumieri",1
"1836","Princess","2020 b","Atrosalarias fuscus",2
"1837","Princess","2020 b","Balistapus undulatus",1
"1838","Princess","2020 b","Blenniella periophthalmus",1
"1839","Princess","2020 b","Bodianus anthioides",1
"1840","Princess","2020 b","Caesio lunaris",1
"1841","Princess","2020 b","Calotomus viridescens",1
"1842","Princess","2020 b","Canthigaster cyanospilota",1
"1843","Princess","2020 b","Centropyge multispinis",1
"1844","Princess","2020 b","Cephalopholis argus",1
"1845","Princess","2020 b","Cephalopholis hemistiktos",11
"1846","Princess","2020 b","Cephalopholis miniata",12
"1847","Princess","2020 b","Chaetodon auriga",1
"1848","Princess","2020 b","Chaetodon austriacus",2
"1849","Princess","2020 b","Chaetodon fasciatus",1
"1850","Princess","2020 b","Chaetodon paucifasciatus",5
"1851","Princess","2020 b","Chaetodon trifascialis",1
"1852","Princess","2020 b","Cheilinus lunulatus",3
"1853","Princess","2020 b","Cheilodipterus lachneri",72
"1854","Princess","2020 b","Cheilodipterus novemstriatus",382
"1855","Princess","2020 b","Cheilodipterus quinquelineatus",365
"1856","Princess","2020 b","Chlorurus sordidus",11
"1857","Princess","2020 b","Chromis flavaxilla",12
"1858","Princess","2020 b","Chromis viridis",107
"1859","Princess","2020 b","Chrysiptera unimaculata",1
"1860","Princess","2020 b","Cirrhitichthys oxycephalus",1
"1861","Princess","2020 b","Cirripectes castaneus",17
"1862","Princess","2020 b","Coris caudimacula",9
"1863","Princess","2020 b","Corythoichthys flavofasciatus",3
"1864","Princess","2020 b","Corythoichthys schultzi",1
"1865","Princess","2020 b","Ctenochaetus striatus",11
"1866","Princess","2020 b","Ctenogobiops maculosus",3
"1867","Princess","2020 b","Cyclichthys spilostylus",3
"1868","Princess","2020 b","Dascyllus abudafur",1
"1869","Princess","2020 b","Dascyllus marginatus",9
"1870","Princess","2020 b","Dascyllus trimaculatus",29
"1871","Princess","2020 b","Ecsenius aroni",6
"1872","Princess","2020 b","Ecsenius frontalis",24
"1873","Princess","2020 b","Ecsenius gravieri",3
"1874","Princess","2020 b","Ecsenius nalolo",27
"1875","Princess","2020 b","Enneapterygius pusillus",2
"1876","Princess","2020 b","Epinephelus fasciatus",6
"1877","Princess","2020 b","Epinephelus tauvina",1
"1878","Princess","2020 b","Eviota guttata",113
"1879","Princess","2020 b","Eviota punyit",41
"1880","Princess","2020 b","Eviota zebrina",7
"1881","Princess","2020 b","Fusigobius longispinus",3
"1882","Princess","2020 b","Gerres oyena",11
"1883","Princess","2020 b","Gnatholepis anjerensis",100
"1884","Princess","2020 b","Gobiodon citrinus",2
"1885","Princess","2020 b","Gobiodon reticulatus",8
"1886","Princess","2020 b","Gobiodon rivulatus",1
"1887","Princess","2020 b","Gomphosus caeruleus",27
"1888","Princess","2020 b","Haliophis sp.",1
"1889","Princess","2020 b","Heniochus intermedius",5
"1890","Princess","2020 b","Hipposcarus harid",3
"1891","Princess","2020 b","Istigobius decoratus",173
"1892","Princess","2020 b","Labroides dimidiatus",11
"1893","Princess","2020 b","Larabicus quadrilineatus",11
"1894","Princess","2020 b","Lotilia graciliosa",1
"1895","Princess","2020 b","Mulloidichthys flavolineatus",28
"1896","Princess","2020 b","Myripristis murdjan",5
"1897","Princess","2020 b","Nectamia annularis",1
"1898","Princess","2020 b","Neoglyphidodon melas",2
"1899","Princess","2020 b","Neopomacentrus miryae",105
"1900","Princess","2020 b","Ostorhinchus cyanosoma",384
"1901","Princess","2020 b","Ostorhinchus nigrofasciatus",11
"1902","Princess","2020 b","Ostracion cubicum",1
"1903","Princess","2020 b","Ostracion cyanurus",3
"1904","Princess","2020 b","Paracheilinus octotaenia",10
"1905","Princess","2020 b","Parupeneus cyclostomus",2
"1906","Princess","2020 b","Parupeneus forsskali",27
"1907","Princess","2020 b","Parupeneus macronemus",13
"1908","Princess","2020 b","Pleurosicya micheli",7
"1909","Princess","2020 b","Pomacentrus sulfureus",18
"1910","Princess","2020 b","Pomacentrus trichrourus",74
"1911","Princess","2020 b","Pomacentrus trilineatus",1
"1912","Princess","2020 b","Pristiapogon exostigma",31
"1913","Princess","2020 b","Pseudanthias squamipinnis",838
"1914","Princess","2020 b","Pseudocheilinus hexataenia",21
"1915","Princess","2020 b","Pseudochromis fridmani",29
"1916","Princess","2020 b","Pseudochromis olivaceus",41
"1917","Princess","2020 b","Pseudochromis springeri",4
"1918","Princess","2020 b","Pterois miles",6
"1919","Princess","2020 b","Pycnochromis dimidiatus",57
"1920","Princess","2020 b","Sargocentron caudimaculatum",4
"1921","Princess","2020 b","Saurida gracilis",26
"1922","Princess","2020 b","Scarus ferrugineus",1
"1923","Princess","2020 b","Scarus frenatus",1
"1924","Princess","2020 b","Scarus niger",2
"1925","Princess","2020 b","Scolopsis ghanam",8
"1926","Princess","2020 b","Sebastapistes cyanostigma",9
"1927","Princess","2020 b","Siganus luridus",2
"1928","Princess","2020 b","Spratelloides gracilis",1000
"1929","Princess","2020 b","Stegastes lacrymatus",2
"1930","Princess","2020 b","Sufflamen albicaudatum",4
"1931","Princess","2020 b","Synodus variegatus",22
"1932","Princess","2020 b","Thalassoma rueppellii",66
"1933","Princess","2020 b","Torpedo panthera",1
"1934","Princess","2020 b","Trimma barralli",1
"1935","Princess","2020 b","Tripterygiidae sp.",1
"1936","Princess","2020 b","Tylosurus choram",3
"1937","Princess","2020 b","Zebrasoma xanthurum",17
"1938","Princess","2021 a","Abudefduf vaigiensis",50
"1939","Princess","2021 a","Acanthurus nigrofuscus",17
"1940","Princess","2021 a","Alloblennius pictus",4
"1941","Princess","2021 a","Amblyglyphidodon flavilatus",1
"1942","Princess","2021 a","Amblyglyphidodon indicus",1
"1943","Princess","2021 a","Atrosalarias fuscus",2
"1944","Princess","2021 a","Bodianus axillaris",1
"1945","Princess","2021 a","Calotomus viridescens",1
"1946","Princess","2021 a","Cantherhines pardalis",2
"1947","Princess","2021 a","Centropyge multispinis",1
"1948","Princess","2021 a","Cephalopholis hemistiktos",11
"1949","Princess","2021 a","Cephalopholis miniata",8
"1950","Princess","2021 a","Chaetodon austriacus",4
"1951","Princess","2021 a","Chaetodon fasciatus",4
"1952","Princess","2021 a","Chaetodon paucifasciatus",3
"1953","Princess","2021 a","Chaetodon trifascialis",2
"1954","Princess","2021 a","Cheilinus lunulatus",3
"1955","Princess","2021 a","Cheilodipterus lachneri",118
"1956","Princess","2021 a","Cheilodipterus novemstriatus",196
"1957","Princess","2021 a","Cheilodipterus quinquelineatus",40
"1958","Princess","2021 a","Chlorurus gibbus",1
"1959","Princess","2021 a","Chlorurus sordidus",5
"1960","Princess","2021 a","Chromis flavaxilla",7
"1961","Princess","2021 a","Chromis ternatensis",5
"1962","Princess","2021 a","Chromis viridis",74
"1963","Princess","2021 a","Chromis weberi",2
"1964","Princess","2021 a","Cirrhitichthys oxycephalus",3
"1965","Princess","2021 a","Cirripectes castaneus",22
"1966","Princess","2021 a","Coris aygula",27
"1967","Princess","2021 a","Coris caudimacula",1
"1968","Princess","2021 a","Corythoichthys flavofasciatus",1
"1969","Princess","2021 a","Corythoichthys schultzi",4
"1970","Princess","2021 a","Ctenochaetus striatus",20
"1971","Princess","2021 a","Cyclichthys spilostylus",4
"1972","Princess","2021 a","Dascyllus marginatus",5
"1973","Princess","2021 a","Dascyllus trimaculatus",15
"1974","Princess","2021 a","Ecsenius aroni",6
"1975","Princess","2021 a","Ecsenius frontalis",31
"1976","Princess","2021 a","Ecsenius gravieri",5
"1977","Princess","2021 a","Ecsenius nalolo",49
"1978","Princess","2021 a","Epinephelus fasciatus",13
"1979","Princess","2021 a","Epinephelus tauvina",1
"1980","Princess","2021 a","Eviota guttata",80
"1981","Princess","2021 a","Eviota prasina",5
"1982","Princess","2021 a","Eviota punyit",6
"1983","Princess","2021 a","Eviota zebrina",4
"1984","Princess","2021 a","Fistularia commersonii",1
"1985","Princess","2021 a","Fusigobius neophytus",2
"1986","Princess","2021 a","Gerres oyena",10
"1987","Princess","2021 a","Gnatholepis anjerensis",32
"1988","Princess","2021 a","Gobiodon reticulatus",5
"1989","Princess","2021 a","Gomphosus caeruleus",8
"1990","Princess","2021 a","Gymnothorax griseus",2
"1991","Princess","2021 a","Gymnothorax nudivomer",1
"1992","Princess","2021 a","Heniochus intermedius",5
"1993","Princess","2021 a","Istigobius decoratus",8
"1994","Princess","2021 a","Labroides dimidiatus",4
"1995","Princess","2021 a","Larabicus quadrilineatus",2
"1996","Princess","2021 a","Lethrinus mahsena",1
"1997","Princess","2021 a","Mimoblennius cirrosus",1
"1998","Princess","2021 a","Myripristis murdjan",1
"1999","Princess","2021 a","Neoglyphidodon melas",1
"2000","Princess","2021 a","Neopomacentrus miryae",142
"2001","Princess","2021 a","Ostorhinchus cyanosoma",566
"2002","Princess","2021 a","Ostorhinchus fleurieu",30
"2003","Princess","2021 a","Ostorhinchus nigrofasciatus",37
"2004","Princess","2021 a","Ostracion cyanurus",1
"2005","Princess","2021 a","Paracirrhites forsteri",2
"2006","Princess","2021 a","Parupeneus cyclostomus",5
"2007","Princess","2021 a","Parupeneus forsskali",33
"2008","Princess","2021 a","Parupeneus macronemus",4
"2009","Princess","2021 a","Plagiotremus rhinorhynchos",1
"2010","Princess","2021 a","Plagiotremus tapeinosoma",1
"2011","Princess","2021 a","Plagiotremus townsendi",3
"2012","Princess","2021 a","Pleurosicya micheli",2
"2013","Princess","2021 a","Pomacentrus sulfureus",23
"2014","Princess","2021 a","Pomacentrus trichrourus",334
"2015","Princess","2021 a","Pomacentrus trilineatus",9
"2016","Princess","2021 a","Pristiapogon exostigma",10
"2017","Princess","2021 a","Pseudanthias squamipinnis",1277
"2018","Princess","2021 a","Pseudocheilinus hexataenia",11
"2019","Princess","2021 a","Pseudochromis fridmani",42
"2020","Princess","2021 a","Pseudochromis olivaceus",28
"2021","Princess","2021 a","Pseudochromis springeri",11
"2022","Princess","2021 a","Pterois miles",9
"2023","Princess","2021 a","Pycnochromis dimidiatus",87
"2024","Princess","2021 a","Sargocentron caudimaculatum",1
"2025","Princess","2021 a","Saurida gracilis",1
"2026","Princess","2021 a","Scarus ferrugineus",2
"2027","Princess","2021 a","Scarus fuscopurpureus",4
"2028","Princess","2021 a","Scarus niger",5
"2029","Princess","2021 a","Scolopsis ghanam",1
"2030","Princess","2021 a","Scorpaenodes parvipinnis",2
"2031","Princess","2021 a","Scuticaria tigrina",1
"2032","Princess","2021 a","Sebastapistes cyanostigma",19
"2033","Princess","2021 a","Siganus argenteus",2
"2034","Princess","2021 a","Siganus luridus",4
"2035","Princess","2021 a","Stegastes lacrymatus",1
"2036","Princess","2021 a","Stethojulis albovittata",8
"2037","Princess","2021 a","Synodus variegatus",10
"2038","Princess","2021 a","Taeniamia fucata",4
"2039","Princess","2021 a","Thalassoma lunare",4
"2040","Princess","2021 a","Thalassoma rueppellii",275
"2041","Princess","2021 a","Trimma avidori",10
"2042","Princess","2021 a","Tripterygiidae sp.",6
"2043","Princess","2021 a","Variola louti",2
"2044","Princess","2021 a","Zebrasoma desjardinii",2
"2045","Princess","2021 a","Zebrasoma xanthurum",43
"2046","Princess","2022 b","Acanthurus nigrofuscus",7
"2047","Princess","2022 b","Alloblennius pictus",1
"2048","Princess","2022 b","Amblyglyphidodon flavilatus",15
"2049","Princess","2022 b","Amblyglyphidodon indicus",37
"2050","Princess","2022 b","Amphiprion bicinctus",2
"2051","Princess","2022 b","Anampses meleagrides",2
"2052","Princess","2022 b","Caesio lunaris",1
"2053","Princess","2022 b","Centropyge multispinis",6
"2054","Princess","2022 b","Cephalopholis hemistiktos",7
"2055","Princess","2022 b","Cephalopholis miniata",10
"2056","Princess","2022 b","Chaetodon fasciatus",5
"2057","Princess","2022 b","Chaetodon paucifasciatus",2
"2058","Princess","2022 b","Cheilodipterus lachneri",2
"2059","Princess","2022 b","Cheilodipterus novemstriatus",369
"2060","Princess","2022 b","Cheilodipterus quinquelineatus",131
"2061","Princess","2022 b","Chlorurus sordidus",1
"2062","Princess","2022 b","Chromis ternatensis",1
"2063","Princess","2022 b","Chromis viridis",54
"2064","Princess","2022 b","Cirrhitichthys oxycephalus",2
"2065","Princess","2022 b","Cirripectes castaneus",2
"2066","Princess","2022 b","Coris aygula",1
"2067","Princess","2022 b","Corythoichthys flavofasciatus",2
"2068","Princess","2022 b","Ctenochaetus striatus",8
"2069","Princess","2022 b","Cyclichthys spilostylus",3
"2070","Princess","2022 b","Dascyllus abudafur",2
"2071","Princess","2022 b","Dascyllus marginatus",7
"2072","Princess","2022 b","Dascyllus trimaculatus",14
"2073","Princess","2022 b","Ecsenius aroni",2
"2074","Princess","2022 b","Ecsenius frontalis",14
"2075","Princess","2022 b","Ecsenius gravieri",6
"2076","Princess","2022 b","Ecsenius nalolo",11
"2077","Princess","2022 b","Epinephelus fasciatus",5
"2078","Princess","2022 b","Epinephelus tauvina",1
"2079","Princess","2022 b","Eviota guttata",26
"2080","Princess","2022 b","Eviota punyit",34
"2081","Princess","2022 b","Eviota zebrina",6
"2082","Princess","2022 b","Gerres oyena",4
"2083","Princess","2022 b","Gnatholepis anjerensis",189
"2084","Princess","2022 b","Gobiodon citrinus",1
"2085","Princess","2022 b","Gobiodon reticulatus",9
"2086","Princess","2022 b","Gomphosus caeruleus",2
"2087","Princess","2022 b","Grammistes sexlineatus",4
"2088","Princess","2022 b","Gymnothorax flavimarginatus",1
"2089","Princess","2022 b","Gymnothorax griseus",1
"2090","Princess","2022 b","Gymnothorax johnsoni",1
"2091","Princess","2022 b","Gymnothorax nudivomer",1
"2092","Princess","2022 b","Haliophis guttatus",2
"2093","Princess","2022 b","Heniochus intermedius",2
"2094","Princess","2022 b","Istigobius decoratus",57
"2095","Princess","2022 b","Labroides dimidiatus",4
"2096","Princess","2022 b","Larabicus quadrilineatus",2
"2097","Princess","2022 b","Lethrinus borbonicus",2
"2098","Princess","2022 b","Lotilia graciliosa",2
"2099","Princess","2022 b","Macropharyngodon marisrubri",1
"2100","Princess","2022 b","Meiacanthus nigrolineatus",1
"2101","Princess","2022 b","Monotaxis grandoculis",1
"2102","Princess","2022 b","Myripristis murdjan",2
"2103","Princess","2022 b","Ostorhinchus cyanosoma",192
"2104","Princess","2022 b","Ostorhinchus nigrofasciatus",3
"2105","Princess","2022 b","Paracirrhites forsteri",1
"2106","Princess","2022 b","Parupeneus cyclostomus",4
"2107","Princess","2022 b","Parupeneus forsskali",7
"2108","Princess","2022 b","Parupeneus rubescens",1
"2109","Princess","2022 b","Pleurosicya micheli",1
"2110","Princess","2022 b","Pomacentrus sulfureus",14
"2111","Princess","2022 b","Pomacentrus trichrourus",84
"2112","Princess","2022 b","Pomacentrus trilineatus",1
"2113","Princess","2022 b","Pristiapogon exostigma",1
"2114","Princess","2022 b","Pseudanthias squamipinnis",381
"2115","Princess","2022 b","Pseudocheilinus hexataenia",11
"2116","Princess","2022 b","Pseudochromis fridmani",27
"2117","Princess","2022 b","Pseudochromis olivaceus",22
"2118","Princess","2022 b","Pseudochromis springeri",4
"2119","Princess","2022 b","Pterois miles",4
"2120","Princess","2022 b","Pterois radiata",1
"2121","Princess","2022 b","Pycnochromis dimidiatus",81
"2122","Princess","2022 b","Rhinecanthus assasi",1
"2123","Princess","2022 b","Sargocentron caudimaculatum",1
"2124","Princess","2022 b","Sargocentron diadema",1
"2125","Princess","2022 b","Scarus ferrugineus",1
"2126","Princess","2022 b","Scarus fuscopurpureus",4
"2127","Princess","2022 b","Scolopsis ghanam",13
"2128","Princess","2022 b","Sebastapistes cyanostigma",5
"2129","Princess","2022 b","Siganus luridus",2
"2130","Princess","2022 b","Siganus rivulatus",3
"2131","Princess","2022 b","Stegastes lacrymatus",2
"2132","Princess","2022 b","Sufflamen albicaudatum",3
"2133","Princess","2022 b","Taeniamia fucata",3
"2134","Princess","2022 b","Thalassoma rueppellii",65
"2135","Princess","2022 b","Trimma barralli",1
"2136","Princess","2022 b","Tripterygiidae sp.",4
"2137","Princess","2022 b","Tylosurus choram",1
"2138","Princess","2022 b","Zebrasoma xanthurum",29
