"","Site","Knoll","year_month","Species","Abundance"
"7230","Princess","17","2020 b","Acanthurus nigrofuscus",4
"7231","Princess","17","2020 b","Cephalopholis miniata",3
"7232","Princess","17","2020 b","Chaetodon auriga",1
"7233","Princess","17","2020 b","Cheilodipterus novemstriatus",70
"7234","Princess","17","2020 b","Cheilodipterus quinquelineatus",93
"7235","Princess","17","2020 b","Chlorurus sordidus",1
"7236","Princess","17","2020 b","Chromis viridis",7
"7237","Princess","17","2020 b","Chrysiptera unimaculata",1
"7238","Princess","17","2020 b","Cirrhitichthys oxycephalus",1
"7239","Princess","17","2020 b","Cirripectes castaneus",4
"7240","Princess","17","2020 b","Corythoichthys flavofasciatus",3
"7241","Princess","17","2020 b","Corythoichthys schultzi",1
"7242","Princess","17","2020 b","Ctenochaetus striatus",2
"7243","Princess","17","2020 b","Dascyllus trimaculatus",3
"7244","Princess","17","2020 b","Ecsenius frontalis",1
"7245","Princess","17","2020 b","Ecsenius gravieri",1
"7246","Princess","17","2020 b","Eviota punyit",6
"7247","Princess","17","2020 b","Gnatholepis anjerensis",16
"7248","Princess","17","2020 b","Gobiodon reticulatus",2
"7249","Princess","17","2020 b","Heniochus intermedius",3
"7250","Princess","17","2020 b","Hipposcarus harid",1
"7251","Princess","17","2020 b","Istigobius decoratus",60
"7252","Princess","17","2020 b","Labroides dimidiatus",3
"7253","Princess","17","2020 b","Lotilia graciliosa",1
"7254","Princess","17","2020 b","Neopomacentrus miryae",25
"7255","Princess","17","2020 b","Ostorhinchus cyanosoma",81
"7256","Princess","17","2020 b","Ostorhinchus nigrofasciatus",4
"7257","Princess","17","2020 b","Parupeneus macronemus",1
"7258","Princess","17","2020 b","Pomacentrus sulfureus",4
"7259","Princess","17","2020 b","Pomacentrus trichrourus",5
"7260","Princess","17","2020 b","Pristiapogon exostigma",13
"7261","Princess","17","2020 b","Pseudanthias squamipinnis",125
"7262","Princess","17","2020 b","Pseudocheilinus hexataenia",3
"7263","Princess","17","2020 b","Pseudochromis fridmani",3
"7264","Princess","17","2020 b","Pseudochromis olivaceus",7
"7265","Princess","17","2020 b","Pycnochromis dimidiatus",4
"7266","Princess","17","2020 b","Sargocentron caudimaculatum",1
"7267","Princess","17","2020 b","Saurida gracilis",24
"7268","Princess","17","2020 b","Scarus niger",1
"7269","Princess","17","2020 b","Scolopsis ghanam",3
"7270","Princess","17","2020 b","Sebastapistes cyanostigma",1
"7271","Princess","17","2020 b","Siganus luridus",1
"7272","Princess","17","2020 b","Sufflamen albicaudatum",1
"7273","Princess","17","2020 b","Thalassoma rueppellii",2
"7274","Princess","17","2020 b","Torpedo panthera",1
"7275","Princess","17","2020 b","Tylosurus choram",1
"7276","Princess","17","2020 b","Zebrasoma xanthurum",1
"7277","Princess","17","2021 a","Acanthurus nigrofuscus",1
"7278","Princess","17","2021 a","Amblyglyphidodon flavilatus",1
"7279","Princess","17","2021 a","Amblyglyphidodon indicus",1
"7280","Princess","17","2021 a","Calotomus viridescens",1
"7281","Princess","17","2021 a","Cephalopholis miniata",1
"7282","Princess","17","2021 a","Chaetodon austriacus",2
"7283","Princess","17","2021 a","Chaetodon trifascialis",1
"7284","Princess","17","2021 a","Cheilodipterus lachneri",68
"7285","Princess","17","2021 a","Cheilodipterus novemstriatus",99
"7286","Princess","17","2021 a","Cheilodipterus quinquelineatus",17
"7287","Princess","17","2021 a","Chromis flavaxilla",2
"7288","Princess","17","2021 a","Chromis viridis",1
"7289","Princess","17","2021 a","Cirripectes castaneus",4
"7290","Princess","17","2021 a","Corythoichthys flavofasciatus",1
"7291","Princess","17","2021 a","Corythoichthys schultzi",3
"7292","Princess","17","2021 a","Ctenochaetus striatus",3
"7293","Princess","17","2021 a","Ecsenius frontalis",5
"7294","Princess","17","2021 a","Ecsenius gravieri",2
"7295","Princess","17","2021 a","Ecsenius nalolo",4
"7296","Princess","17","2021 a","Eviota guttata",5
"7297","Princess","17","2021 a","Eviota punyit",1
"7298","Princess","17","2021 a","Gnatholepis anjerensis",1
"7299","Princess","17","2021 a","Gobiodon reticulatus",5
"7300","Princess","17","2021 a","Istigobius decoratus",1
"7301","Princess","17","2021 a","Labroides dimidiatus",1
"7302","Princess","17","2021 a","Larabicus quadrilineatus",1
"7303","Princess","17","2021 a","Lethrinus mahsena",1
"7304","Princess","17","2021 a","Neoglyphidodon melas",1
"7305","Princess","17","2021 a","Neopomacentrus miryae",51
"7306","Princess","17","2021 a","Ostorhinchus cyanosoma",100
"7307","Princess","17","2021 a","Ostorhinchus fleurieu",30
"7308","Princess","17","2021 a","Ostorhinchus nigrofasciatus",5
"7309","Princess","17","2021 a","Parupeneus forsskali",2
"7310","Princess","17","2021 a","Parupeneus macronemus",2
"7311","Princess","17","2021 a","Plagiotremus tapeinosoma",1
"7312","Princess","17","2021 a","Plagiotremus townsendi",1
"7313","Princess","17","2021 a","Pomacentrus sulfureus",8
"7314","Princess","17","2021 a","Pomacentrus trichrourus",23
"7315","Princess","17","2021 a","Pomacentrus trilineatus",1
"7316","Princess","17","2021 a","Pristiapogon exostigma",7
"7317","Princess","17","2021 a","Pseudanthias squamipinnis",200
"7318","Princess","17","2021 a","Pseudocheilinus hexataenia",1
"7319","Princess","17","2021 a","Pseudochromis fridmani",3
"7320","Princess","17","2021 a","Pseudochromis olivaceus",6
"7321","Princess","17","2021 a","Pseudochromis springeri",1
"7322","Princess","17","2021 a","Pycnochromis dimidiatus",4
"7323","Princess","17","2021 a","Scarus niger",1
"7324","Princess","17","2021 a","Scorpaenodes parvipinnis",2
"7325","Princess","17","2021 a","Scuticaria tigrina",1
"7326","Princess","17","2021 a","Sebastapistes cyanostigma",5
"7327","Princess","17","2021 a","Siganus luridus",2
"7328","Princess","17","2021 a","Stethojulis albovittata",2
"7329","Princess","17","2021 a","Synodus variegatus",4
"7330","Princess","17","2021 a","Thalassoma lunare",1
"7331","Princess","17","2021 a","Thalassoma rueppellii",21
"7332","Princess","17","2021 a","Variola louti",1
"7333","Princess","17","2021 a","Zebrasoma xanthurum",9
"7334","Princess","17","2022 b","Acanthurus nigrofuscus",2
"7335","Princess","17","2022 b","Amphiprion bicinctus",1
"7336","Princess","17","2022 b","Anampses meleagrides",2
"7337","Princess","17","2022 b","Centropyge multispinis",1
"7338","Princess","17","2022 b","Cephalopholis miniata",2
"7339","Princess","17","2022 b","Chaetodon fasciatus",1
"7340","Princess","17","2022 b","Cheilodipterus lachneri",2
"7341","Princess","17","2022 b","Cheilodipterus novemstriatus",75
"7342","Princess","17","2022 b","Chromis ternatensis",1
"7343","Princess","17","2022 b","Cirrhitichthys oxycephalus",1
"7344","Princess","17","2022 b","Corythoichthys flavofasciatus",1
"7345","Princess","17","2022 b","Cyclichthys spilostylus",1
"7346","Princess","17","2022 b","Dascyllus trimaculatus",3
"7347","Princess","17","2022 b","Ecsenius frontalis",3
"7348","Princess","17","2022 b","Ecsenius gravieri",3
"7349","Princess","17","2022 b","Eviota guttata",5
"7350","Princess","17","2022 b","Gnatholepis anjerensis",30
"7351","Princess","17","2022 b","Gobiodon reticulatus",2
"7352","Princess","17","2022 b","Grammistes sexlineatus",2
"7353","Princess","17","2022 b","Gymnothorax johnsoni",1
"7354","Princess","17","2022 b","Istigobius decoratus",1
"7355","Princess","17","2022 b","Labroides dimidiatus",1
"7356","Princess","17","2022 b","Macropharyngodon marisrubri",1
"7357","Princess","17","2022 b","Meiacanthus nigrolineatus",1
"7358","Princess","17","2022 b","Ostorhinchus cyanosoma",33
"7359","Princess","17","2022 b","Parupeneus forsskali",2
"7360","Princess","17","2022 b","Pomacentrus sulfureus",2
"7361","Princess","17","2022 b","Pomacentrus trichrourus",6
"7362","Princess","17","2022 b","Pristiapogon exostigma",1
"7363","Princess","17","2022 b","Pseudanthias squamipinnis",70
"7364","Princess","17","2022 b","Pseudocheilinus hexataenia",1
"7365","Princess","17","2022 b","Pseudochromis fridmani",2
"7366","Princess","17","2022 b","Pseudochromis olivaceus",2
"7367","Princess","17","2022 b","Pterois miles",1
"7368","Princess","17","2022 b","Pycnochromis dimidiatus",11
"7369","Princess","17","2022 b","Sargocentron caudimaculatum",1
"7370","Princess","17","2022 b","Scarus ferrugineus",1
"7371","Princess","17","2022 b","Sebastapistes cyanostigma",1
"7372","Princess","17","2022 b","Thalassoma rueppellii",5
"7373","Princess","17","2022 b","Zebrasoma xanthurum",1
"7374","Princess","18","2018 b","Abudefduf sexfasciatus",3
"7375","Princess","18","2018 b","Acanthurus nigrofuscus",1
"7376","Princess","18","2018 b","Atrosalarias fuscus",1
"7377","Princess","18","2018 b","Cheilinus lunulatus",1
"7378","Princess","18","2018 b","Cheilodipterus novemstriatus",8
"7379","Princess","18","2018 b","Chlorurus sordidus",3
"7380","Princess","18","2018 b","Epinephelus fasciatus",1
"7381","Princess","18","2018 b","Ostorhinchus cyanosoma",16
"7382","Princess","18","2018 b","Parupeneus forsskali",1
"7383","Princess","18","2018 b","Parupeneus rubescens",1
"7384","Princess","18","2018 b","Pomacentrus trichrourus",14
"7385","Princess","18","2018 b","Scarus psittacus",1
"7386","Princess","18","2018 b","Thalassoma rueppellii",2
"7387","Princess","18","2020 a","Acanthurus nigrofuscus",1
"7388","Princess","18","2020 a","Cephalopholis hemistiktos",2
"7389","Princess","18","2020 a","Chaetodon paucifasciatus",2
"7390","Princess","18","2020 a","Chrysiptera unimaculata",1
"7391","Princess","18","2020 a","Ctenochaetus striatus",1
"7392","Princess","18","2020 a","Hipposcarus harid",1
"7393","Princess","18","2020 a","Meiacanthus nigrolineatus",1
"7394","Princess","18","2020 a","Neoglyphidodon melas",1
"7395","Princess","18","2020 a","Parupeneus forsskali",1
"7396","Princess","18","2020 a","Parupeneus macronemus",1
"7397","Princess","18","2020 a","Pomacentrus trichrourus",1
"7398","Princess","18","2020 a","Thalassoma rueppellii",1
"7399","Princess","18","2020 b","Acanthurus nigrofuscus",1
"7400","Princess","18","2020 b","Canthigaster cyanospilota",1
"7401","Princess","18","2020 b","Cephalopholis hemistiktos",1
"7402","Princess","18","2020 b","Chaetodon austriacus",2
"7403","Princess","18","2020 b","Cheilinus lunulatus",1
"7404","Princess","18","2020 b","Cheilodipterus quinquelineatus",8
"7405","Princess","18","2020 b","Chlorurus sordidus",1
"7406","Princess","18","2020 b","Ctenochaetus striatus",1
"7407","Princess","18","2020 b","Ecsenius nalolo",1
"7408","Princess","18","2020 b","Epinephelus fasciatus",1
"7409","Princess","18","2020 b","Eviota guttata",1
"7410","Princess","18","2020 b","Gomphosus caeruleus",2
"7411","Princess","18","2020 b","Hipposcarus harid",2
"7412","Princess","18","2020 b","Ostorhinchus cyanosoma",3
"7413","Princess","18","2020 b","Pomacentrus sulfureus",1
"7414","Princess","18","2020 b","Pomacentrus trichrourus",1
"7415","Princess","18","2020 b","Pseudochromis fridmani",2
"7416","Princess","18","2020 b","Synodus variegatus",3
"7417","Princess","18","2020 b","Thalassoma rueppellii",1
"7418","Princess","18","2020 b","Tripterygiidae sp.",1
"7419","Princess","18","2021 a","Abudefduf vaigiensis",4
"7420","Princess","18","2021 a","Acanthurus nigrofuscus",2
"7421","Princess","18","2021 a","Cephalopholis hemistiktos",1
"7422","Princess","18","2021 a","Cirripectes castaneus",2
"7423","Princess","18","2021 a","Coris aygula",2
"7424","Princess","18","2021 a","Ctenochaetus striatus",2
"7425","Princess","18","2021 a","Ecsenius aroni",1
"7426","Princess","18","2021 a","Ecsenius nalolo",3
"7427","Princess","18","2021 a","Eviota guttata",1
"7428","Princess","18","2021 a","Eviota prasina",1
"7429","Princess","18","2021 a","Labroides dimidiatus",1
"7430","Princess","18","2021 a","Pomacentrus trichrourus",4
"7431","Princess","18","2021 a","Pomacentrus trilineatus",2
"7432","Princess","18","2021 a","Pseudochromis fridmani",1
"7433","Princess","18","2021 a","Thalassoma rueppellii",11
"7434","Princess","18","2021 a","Zebrasoma xanthurum",2
"7435","Princess","18","2022 b","Cephalopholis hemistiktos",1
"7436","Princess","18","2022 b","Cheilodipterus quinquelineatus",11
"7437","Princess","18","2022 b","Eviota guttata",5
"7438","Princess","18","2022 b","Eviota punyit",4
"7439","Princess","18","2022 b","Gnatholepis anjerensis",4
"7440","Princess","18","2022 b","Ostorhinchus cyanosoma",10
"7441","Princess","18","2022 b","Parupeneus forsskali",1
"7442","Princess","18","2022 b","Parupeneus rubescens",1
"7443","Princess","18","2022 b","Pomacentrus trichrourus",3
"7444","Princess","18","2022 b","Pseudochromis fridmani",1
"7445","Princess","18","2022 b","Sufflamen albicaudatum",1
"7446","Princess","18","2022 b","Thalassoma rueppellii",3
"7447","Princess","18","2022 b","Tripterygiidae sp.",1
"7448","Princess","18","2022 b","Zebrasoma xanthurum",1
"7449","Princess","19","2018 b","Cephalopholis hemistiktos",1
"7450","Princess","19","2018 b","Cheilodipterus novemstriatus",61
"7451","Princess","19","2018 b","Dascyllus marginatus",4
"7452","Princess","19","2018 b","Ecsenius aroni",1
"7453","Princess","19","2018 b","Ecsenius gravieri",1
"7454","Princess","19","2018 b","Gerres oyena",1
"7455","Princess","19","2018 b","Ostorhinchus cyanosoma",189
"7456","Princess","19","2018 b","Pomacentrus trichrourus",8
"7457","Princess","19","2018 b","Pseudochromis olivaceus",6
"7458","Princess","19","2018 b","Scarus fuscopurpureus",1
"7459","Princess","19","2020 a","Abudefduf vaigiensis",2
"7460","Princess","19","2020 a","Acanthurus nigrofuscus",1
"7461","Princess","19","2020 a","Balistapus undulatus",1
"7462","Princess","19","2020 a","Cephalopholis hemistiktos",1
"7463","Princess","19","2020 a","Coris aygula",3
"7464","Princess","19","2020 a","Ecsenius frontalis",1
"7465","Princess","19","2020 a","Epinephelus fasciatus",1
"7466","Princess","19","2020 a","Meiacanthus nigrolineatus",1
"7467","Princess","19","2020 a","Neopomacentrus miryae",1
"7468","Princess","19","2020 a","Pseudochromis olivaceus",3
"7469","Princess","19","2020 a","Thalassoma rueppellii",3
"7470","Princess","19","2020 a","Zebrasoma xanthurum",1
"7471","Princess","19","2020 b","Amblyglyphidodon indicus",1
"7472","Princess","19","2020 b","Cephalopholis hemistiktos",1
"7473","Princess","19","2020 b","Cheilodipterus quinquelineatus",11
"7474","Princess","19","2020 b","Dascyllus abudafur",1
"7475","Princess","19","2020 b","Ecsenius frontalis",2
"7476","Princess","19","2020 b","Gomphosus caeruleus",3
"7477","Princess","19","2020 b","Ostorhinchus cyanosoma",60
"7478","Princess","19","2020 b","Parupeneus forsskali",2
"7479","Princess","19","2020 b","Pseudochromis olivaceus",1
"7480","Princess","19","2020 b","Pycnochromis dimidiatus",1
"7481","Princess","19","2020 b","Synodus variegatus",1
"7482","Princess","19","2020 b","Thalassoma rueppellii",1
"7483","Princess","19","2021 a","Abudefduf vaigiensis",8
"7484","Princess","19","2021 a","Atrosalarias fuscus",1
"7485","Princess","19","2021 a","Cephalopholis hemistiktos",1
"7486","Princess","19","2021 a","Chaetodon paucifasciatus",2
"7487","Princess","19","2021 a","Ctenochaetus striatus",2
"7488","Princess","19","2021 a","Cyclichthys spilostylus",1
"7489","Princess","19","2021 a","Ecsenius nalolo",2
"7490","Princess","19","2021 a","Epinephelus fasciatus",1
"7491","Princess","19","2021 a","Eviota guttata",2
"7492","Princess","19","2021 a","Larabicus quadrilineatus",1
"7493","Princess","19","2021 a","Ostorhinchus cyanosoma",60
"7494","Princess","19","2021 a","Pomacentrus trichrourus",3
"7495","Princess","19","2021 a","Pseudanthias squamipinnis",3
"7496","Princess","19","2021 a","Pseudochromis olivaceus",2
"7497","Princess","19","2021 a","Scarus fuscopurpureus",1
"7498","Princess","19","2021 a","Sebastapistes cyanostigma",2
"7499","Princess","19","2021 a","Thalassoma rueppellii",14
"7500","Princess","19","2021 a","Zebrasoma xanthurum",1
"7501","Princess","19","2022 b","Alloblennius pictus",1
"7502","Princess","19","2022 b","Cephalopholis hemistiktos",1
"7503","Princess","19","2022 b","Chlorurus sordidus",1
"7504","Princess","19","2022 b","Cyclichthys spilostylus",1
"7505","Princess","19","2022 b","Dascyllus abudafur",2
"7506","Princess","19","2022 b","Ecsenius aroni",2
"7507","Princess","19","2022 b","Gnatholepis anjerensis",5
"7508","Princess","19","2022 b","Istigobius decoratus",2
"7509","Princess","19","2022 b","Lotilia graciliosa",1
"7510","Princess","19","2022 b","Pseudocheilinus hexataenia",1
"7511","Princess","19","2022 b","Pseudochromis fridmani",1
"7512","Princess","19","2022 b","Thalassoma rueppellii",1
"7513","Princess","19","2022 b","Zebrasoma xanthurum",2
"7514","Princess","2","2018 b","Abudefduf sexfasciatus",4
"7515","Princess","2","2018 b","Acanthurus nigrofuscus",2
"7516","Princess","2","2018 b","Cephalopholis hemistiktos",1
"7517","Princess","2","2018 b","Cetoscarus bicolor",1
"7518","Princess","2","2018 b","Chaetodon paucifasciatus",3
"7519","Princess","2","2018 b","Cheilodipterus novemstriatus",46
"7520","Princess","2","2018 b","Chlorurus sordidus",2
"7521","Princess","2","2018 b","Chromis ternatensis",26
"7522","Princess","2","2018 b","Chrysiptera unimaculata",1
"7523","Princess","2","2018 b","Dascyllus abudafur",3
"7524","Princess","2","2018 b","Dascyllus trimaculatus",2
"7525","Princess","2","2018 b","Ostorhinchus cyanosoma",32
"7526","Princess","2","2018 b","Pomacentrus sulfureus",3
"7527","Princess","2","2018 b","Pomacentrus trichrourus",6
"7528","Princess","2","2018 b","Pseudanthias squamipinnis",8
"7529","Princess","2","2018 b","Pseudochromis olivaceus",1
"7530","Princess","2","2018 b","Pycnochromis dimidiatus",10
"7531","Princess","2","2018 b","Scarus fuscopurpureus",1
"7532","Princess","2","2018 b","Scolopsis ghanam",1
"7533","Princess","2","2018 b","Stegastes lacrymatus",2
"7534","Princess","2","2018 b","Sufflamen albicaudatum",1
"7535","Princess","2","2018 b","Thalassoma rueppellii",2
"7536","Princess","2","2018 b","Zebrasoma xanthurum",1
"7537","Princess","2","2020 a","Abudefduf vaigiensis",4
"7538","Princess","2","2020 a","Acanthurus nigrofuscus",1
"7539","Princess","2","2020 a","Cephalopholis hemistiktos",2
"7540","Princess","2","2020 a","Chaetodon paucifasciatus",1
"7541","Princess","2","2020 a","Coris caudimacula",9
"7542","Princess","2","2020 a","Ctenochaetus striatus",3
"7543","Princess","2","2020 a","Dascyllus trimaculatus",1
"7544","Princess","2","2020 a","Hipposcarus harid",1
"7545","Princess","2","2020 a","Pomacentrus trichrourus",1
"7546","Princess","2","2020 a","Pseudanthias squamipinnis",3
"7547","Princess","2","2020 a","Pycnochromis dimidiatus",3
"7548","Princess","2","2020 a","Sufflamen albicaudatum",1
"7549","Princess","2","2020 b","Bodianus anthioides",1
"7550","Princess","2","2020 b","Cephalopholis hemistiktos",1
"7551","Princess","2","2020 b","Cephalopholis miniata",1
"7552","Princess","2","2020 b","Cheilodipterus novemstriatus",22
"7553","Princess","2","2020 b","Cheilodipterus quinquelineatus",25
"7554","Princess","2","2020 b","Ctenochaetus striatus",1
"7555","Princess","2","2020 b","Ecsenius frontalis",2
"7556","Princess","2","2020 b","Ecsenius nalolo",5
"7557","Princess","2","2020 b","Eviota guttata",9
"7558","Princess","2","2020 b","Eviota punyit",6
"7559","Princess","2","2020 b","Fusigobius longispinus",1
"7560","Princess","2","2020 b","Gnatholepis anjerensis",12
"7561","Princess","2","2020 b","Gomphosus caeruleus",1
"7562","Princess","2","2020 b","Istigobius decoratus",3
"7563","Princess","2","2020 b","Nectamia annularis",1
"7564","Princess","2","2020 b","Neoglyphidodon melas",1
"7565","Princess","2","2020 b","Ostorhinchus cyanosoma",3
"7566","Princess","2","2020 b","Parupeneus macronemus",8
"7567","Princess","2","2020 b","Pomacentrus trichrourus",1
"7568","Princess","2","2020 b","Pristiapogon exostigma",3
"7569","Princess","2","2020 b","Pycnochromis dimidiatus",6
"7570","Princess","2","2020 b","Scolopsis ghanam",3
"7571","Princess","2","2020 b","Thalassoma rueppellii",10
"7572","Princess","2","2020 b","Trimma barralli",1
"7573","Princess","2","2020 b","Zebrasoma xanthurum",1
"7574","Princess","2","2021 a","Cephalopholis hemistiktos",1
"7575","Princess","2","2021 a","Chromis weberi",1
"7576","Princess","2","2021 a","Ctenochaetus striatus",2
"7577","Princess","2","2021 a","Eviota punyit",1
"7578","Princess","2","2021 a","Neopomacentrus miryae",4
"7579","Princess","2","2021 a","Ostorhinchus cyanosoma",115
"7580","Princess","2","2021 a","Paracirrhites forsteri",1
"7581","Princess","2","2021 a","Pomacentrus trichrourus",3
"7582","Princess","2","2021 a","Pomacentrus trilineatus",1
"7583","Princess","2","2021 a","Pseudanthias squamipinnis",24
"7584","Princess","2","2021 a","Pseudochromis fridmani",1
"7585","Princess","2","2021 a","Pseudochromis olivaceus",1
"7586","Princess","2","2021 a","Pycnochromis dimidiatus",9
"7587","Princess","2","2021 a","Sebastapistes cyanostigma",6
"7588","Princess","2","2021 a","Stegastes lacrymatus",1
"7589","Princess","2","2021 a","Thalassoma rueppellii",17
"7590","Princess","2","2022 b","Ecsenius nalolo",2
"7591","Princess","2","2022 b","Epinephelus fasciatus",1
"7592","Princess","2","2022 b","Eviota punyit",4
"7593","Princess","2","2022 b","Gnatholepis anjerensis",17
"7594","Princess","2","2022 b","Istigobius decoratus",7
"7595","Princess","2","2022 b","Lethrinus borbonicus",1
"7596","Princess","2","2022 b","Pomacentrus trichrourus",3
"7597","Princess","2","2022 b","Pseudochromis olivaceus",1
"7598","Princess","2","2022 b","Pycnochromis dimidiatus",11
"7599","Princess","2","2022 b","Scarus fuscopurpureus",1
"7600","Princess","2","2022 b","Thalassoma rueppellii",3
"7601","Princess","2","2022 b","Zebrasoma xanthurum",2
"7602","Princess","20","2018 b","Calotomus viridescens",3
"7603","Princess","20","2018 b","Chaetodon auriga",1
"7604","Princess","20","2018 b","Chaetodon paucifasciatus",2
"7605","Princess","20","2018 b","Chlorurus sordidus",1
"7606","Princess","20","2018 b","Chromis viridis",5
"7607","Princess","20","2018 b","Coris caudimacula",1
"7608","Princess","20","2018 b","Dascyllus marginatus",11
"7609","Princess","20","2018 b","Ecsenius nalolo",1
"7610","Princess","20","2018 b","Epinephelus fasciatus",1
"7611","Princess","20","2018 b","Meiacanthus nigrolineatus",2
"7612","Princess","20","2018 b","Paracheilinus octotaenia",2
"7613","Princess","20","2018 b","Parupeneus forsskali",1
"7614","Princess","20","2018 b","Pomacentrus trichrourus",6
"7615","Princess","20","2018 b","Pseudanthias squamipinnis",3
"7616","Princess","20","2018 b","Pseudochromis olivaceus",1
"7617","Princess","20","2018 b","Pycnochromis dimidiatus",4
"7618","Princess","20","2018 b","Thalassoma rueppellii",2
"7619","Princess","20","2020 a","Cephalopholis hemistiktos",1
"7620","Princess","20","2020 a","Neopomacentrus miryae",9
"7621","Princess","20","2020 a","Pomacentrus trichrourus",1
"7622","Princess","20","2020 a","Pseudanthias squamipinnis",15
"7623","Princess","20","2020 b","Caesio lunaris",1
"7624","Princess","20","2020 b","Cephalopholis hemistiktos",1
"7625","Princess","20","2020 b","Cheilodipterus novemstriatus",35
"7626","Princess","20","2020 b","Cheilodipterus quinquelineatus",47
"7627","Princess","20","2020 b","Dascyllus trimaculatus",1
"7628","Princess","20","2020 b","Ecsenius frontalis",2
"7629","Princess","20","2020 b","Ecsenius nalolo",2
"7630","Princess","20","2020 b","Eviota guttata",1
"7631","Princess","20","2020 b","Eviota zebrina",3
"7632","Princess","20","2020 b","Gnatholepis anjerensis",4
"7633","Princess","20","2020 b","Gomphosus caeruleus",1
"7634","Princess","20","2020 b","Istigobius decoratus",5
"7635","Princess","20","2020 b","Labroides dimidiatus",2
"7636","Princess","20","2020 b","Ostorhinchus cyanosoma",50
"7637","Princess","20","2020 b","Paracheilinus octotaenia",2
"7638","Princess","20","2020 b","Pleurosicya micheli",5
"7639","Princess","20","2020 b","Pomacentrus trichrourus",1
"7640","Princess","20","2020 b","Pristiapogon exostigma",2
"7641","Princess","20","2020 b","Pseudanthias squamipinnis",1
"7642","Princess","20","2020 b","Pseudochromis fridmani",1
"7643","Princess","20","2020 b","Pycnochromis dimidiatus",1
"7644","Princess","20","2021 a","Cephalopholis hemistiktos",1
"7645","Princess","20","2021 a","Ecsenius aroni",3
"7646","Princess","20","2021 a","Eviota guttata",4
"7647","Princess","20","2021 a","Gnatholepis anjerensis",3
"7648","Princess","20","2021 a","Neopomacentrus miryae",45
"7649","Princess","20","2021 a","Ostorhinchus cyanosoma",52
"7650","Princess","20","2021 a","Pomacentrus trichrourus",11
"7651","Princess","20","2021 a","Pseudanthias squamipinnis",42
"7652","Princess","20","2021 a","Pseudocheilinus hexataenia",1
"7653","Princess","20","2021 a","Pseudochromis fridmani",1
"7654","Princess","20","2021 a","Pycnochromis dimidiatus",1
"7655","Princess","20","2021 a","Thalassoma rueppellii",3
"7656","Princess","20","2021 a","Trimma avidori",1
"7657","Princess","20","2022 b","Amblyglyphidodon indicus",1
"7658","Princess","20","2022 b","Cephalopholis hemistiktos",1
"7659","Princess","20","2022 b","Cheilodipterus novemstriatus",39
"7660","Princess","20","2022 b","Eviota guttata",1
"7661","Princess","20","2022 b","Eviota punyit",4
"7662","Princess","20","2022 b","Eviota zebrina",1
"7663","Princess","20","2022 b","Gnatholepis anjerensis",15
"7664","Princess","20","2022 b","Istigobius decoratus",1
"7665","Princess","20","2022 b","Ostorhinchus cyanosoma",12
"7666","Princess","20","2022 b","Scolopsis ghanam",1
"7667","Princess","20","2022 b","Zebrasoma xanthurum",1
"7668","Princess","21","2018 b","Amblyglyphidodon indicus",4
"7669","Princess","21","2018 b","Amphiprion bicinctus",2
"7670","Princess","21","2018 b","Calotomus viridescens",1
"7671","Princess","21","2018 b","Cephalopholis miniata",1
"7672","Princess","21","2018 b","Chaetodon paucifasciatus",1
"7673","Princess","21","2018 b","Dascyllus marginatus",1
"7674","Princess","21","2018 b","Ostorhinchus cyanosoma",5
"7675","Princess","21","2018 b","Parupeneus forsskali",1
"7676","Princess","21","2018 b","Pomacentrus trichrourus",7
"7677","Princess","21","2018 b","Pseudanthias squamipinnis",60
"7678","Princess","22","2020 b","Cephalopholis hemistiktos",1
"7679","Princess","22","2020 b","Cheilodipterus novemstriatus",6
"7680","Princess","22","2020 b","Eviota guttata",4
"7681","Princess","22","2020 b","Gnatholepis anjerensis",1
"7682","Princess","22","2020 b","Istigobius decoratus",3
"7683","Princess","22","2020 b","Larabicus quadrilineatus",1
"7684","Princess","22","2020 b","Paracheilinus octotaenia",7
"7685","Princess","22","2020 b","Pomacentrus trichrourus",2
"7686","Princess","22","2020 b","Pseudanthias squamipinnis",15
"7687","Princess","22","2020 b","Pseudochromis springeri",1
"7688","Princess","22","2020 b","Pycnochromis dimidiatus",2
"7689","Princess","22","2020 b","Thalassoma rueppellii",1
"7690","Princess","22","2021 a","Cephalopholis hemistiktos",1
"7691","Princess","22","2021 a","Chromis flavaxilla",2
"7692","Princess","22","2021 a","Ecsenius aroni",2
"7693","Princess","22","2021 a","Eviota prasina",4
"7694","Princess","22","2021 a","Eviota zebrina",4
"7695","Princess","22","2021 a","Gnatholepis anjerensis",5
"7696","Princess","22","2021 a","Neopomacentrus miryae",2
"7697","Princess","22","2021 a","Ostorhinchus cyanosoma",3
"7698","Princess","22","2021 a","Parupeneus forsskali",18
"7699","Princess","22","2021 a","Pomacentrus trichrourus",15
"7700","Princess","22","2021 a","Pseudanthias squamipinnis",65
"7701","Princess","22","2021 a","Pseudochromis fridmani",1
"7702","Princess","22","2021 a","Pseudochromis springeri",9
"7703","Princess","22","2021 a","Thalassoma lunare",1
"7704","Princess","22","2021 a","Thalassoma rueppellii",9
"7705","Princess","22","2021 a","Trimma avidori",1
"7706","Princess","22","2022 b","Eviota guttata",1
"7707","Princess","22","2022 b","Eviota punyit",5
"7708","Princess","22","2022 b","Eviota zebrina",2
